Material,Plnt,SLoc,S,Special stock number,BUn,Unrestricted,Crcy,Value Unrestricted
D52TO0202,2301,IS01,,,PC,10,IDR,
D52TP19034,2301,IS01,Q,,STK,1.280,IDR,
D52TP19034,2301,IS01,Q,,STK,1.460,IDR,
D52TP19034,2301,IS01,Q,,STK,342,IDR,
D52TP19034,2301,IS01,Q,,STK,88,IDR,
D52YH02015,2301,IS01,,,M,"45,50",IDR,
D52YH02015,2301,IS01,Q,,M,"200,00",IDR,
D52YH02025,2301,IS01,,,M,"60,00",IDR,
D52YH02025,2301,IS01,Q,,M,"40,00",IDR,
D52YH02025,2301,IS01,Q,,M,"20,00",IDR,
D52YR000150#BC,2301,IS01,,,M,"50,00",IDR,
D52YR000150#BC,2301,IS01,Q,,M,"600,00",IDR,
D58WR0003,2301,IS01,,,PC,14,IDR,
D58WR0004,2301,IS01,,,PC,35,IDR,
D58WR0005,2301,IS01,Q,,PC,30,IDR,
D58WR3001,2301,IS01,Q,,PC,20,IDR,
D61RN0026-LB,2301,IS01,Q,,KG,"160,00",IDR,
D61RN0026-LB,2301,IS01,Q,,KG,"2.716,00",IDR,
D61RN0026-LB,2301,IS01,Q,,KG,"5,00",IDR,
D61RN0026-RB,2301,IS01,Q,,PAC,11,IDR,
D61RN0026-RB,2301,IS01,Q,,PAC,16,IDR,
D61RN06308026,2301,IS01,Q,,KG,"4,00",IDR,
D61RN06308026,2301,IS01,Q,,KG,"16,00",IDR,
D61RQ02845,2301,IS01,Q,,STK,1.440,IDR,
D61RQ02845,2301,IS01,Q,,STK,120,IDR,
D61RQ02845,2301,IS01,Q,,STK,484,IDR,
D61RQ02845,2301,IS01,Q,,STK,492,IDR,
D61RQ02845,2301,IS01,Q,,STK,176,IDR,
D61RQ02845,2301,IS01,Q,,STK,45,IDR,
D61RQ084500,2301,IS01,Q,,STK,265,IDR,
D62PA0417,2301,IS01,,,PC,10,IDR,
D62PA0517,2301,IS01,,,PC,10,IDR,
D62PA1265,2301,IS01,,,PC,10,IDR,
D62PA1459,2301,IS01,,,PC,10,IDR,
D62PA2663,2301,IS01,,,PC,8,IDR,
D62PD0176,2301,IS01,,,PC,10,IDR,
D62PE0161,2301,IS01,,,PC,10,IDR,
D62PE0474,2301,IS01,,,PC,10,IDR,
D62PF0658,2301,IS01,,,PC,6,IDR,
D62PJ0301,2301,IS01,,,PC,6,IDR,
D62PJ0506,2301,IS01,,,PC,20,IDR,
D62PL0536,2301,IS01,,,PC,3,IDR,
D62PM0120,2301,IS01,,,PC,10,IDR,
D62QE0002#SVR,2301,IS01,Q,,L,"4,00",IDR,
D62QE0002#SVR,2301,IS01,Q,,L,"2,00",IDR,
D62QE0002#SVR,2301,IS01,Q,,L,"2,00",IDR,
D62QE0007#CGR,2301,IS01,Q,,L,"5,00",IDR,
D62QE00104,2301,IS01,Q,,LTS,5,IDR,
D62QE00104,2301,IS01,Q,,LTS,90,IDR,
D62QE0027#HB,2301,IS01,Q,,KGT,180,IDR,
D62QE0034#HB,2301,IS01,Q,,LTS,400,IDR,
D62QE0035#HB,2301,IS01,Q,,LTS,55,IDR,
D62QE0035#HB,2301,IS01,Q,,LTS,13,IDR,
D62QE0037#HB,2301,IS01,,,LTS,25,IDR,
D62QE0038#HB,2301,IS01,Q,,LTS,25,IDR,
D62QE0039#HB,2301,IS01,Q,,LTS,3,IDR,
D62QE0039#HB,2301,IS01,Q,,LTS,4,IDR,
D62QE0063#HB,2301,IS01,Q,,LTS,20,IDR,
D62QE0063#HB,2301,IS01,Q,,LTS,50,IDR,
D62QE0070#HB,2301,IS01,Q,,LTS,40,IDR,
D62QE0070#HB,2301,IS01,Q,,LTS,75,IDR,
D62QE0070#HB,2301,IS01,Q,,LTS,880,IDR,
D62QE0070#HB,2301,IS01,Q,,LTS,6.440,IDR,
D62QE0070#HB,2301,IS01,Q,,LTS,560,IDR,
D62QE0070#HB,2301,IS01,Q,,LTS,650,IDR,
D62QE0071#HB,2301,IS01,Q,,LTS,20,IDR,
D62QE0071#HB,2301,IS01,Q,,LTS,65,IDR,
D62QE0071#HB,2301,IS01,Q,,LTS,50,IDR,
D62QE0071#HB,2301,IS01,Q,,LTS,120,IDR,
D62QE0073#HB,2301,IS01,Q,,LTS,30,IDR,
D62QE0073#HB,2301,IS01,Q,,LTS,15,IDR,
D62QE0073#HB,2301,IS01,Q,,LTS,17,IDR,
D62QE0073#HB,2301,IS01,Q,,LTS,110,IDR,
D62QE0081#HB,2301,IS01,,,LTS,170,IDR,
D62QE0081#HB,2301,IS01,Q,,LTS,150,IDR,
D62QE0088#HB,2301,IS01,Q,,LTS,1.660,IDR,
D62QE0090#HB,2301,IS01,Q,,LTS,80,IDR,
D62QE0091#HB,2301,IS01,Q,,LTS,295,IDR,
D62QE0091#HB,2301,IS01,Q,,LTS,160,IDR,
D62QE0096,2301,IS01,Q,,L,"5,00",IDR,
D62QE0097,2301,IS01,K,,CAN,236,IDR,
D62QE0098,2301,IS01,K,,CAN,204,IDR,
D62QE0099,2301,IS01,,,L,"20,00",IDR,
D62QE0100#HB,2301,IS01,Q,,LTS,2,IDR,
D62QE0100#HB,2301,IS01,Q,,LTS,14,IDR,
D62QE0101#HB,2301,IS01,Q,,LTS,15,IDR,
D62QE0101#HB,2301,IS01,Q,,LTS,2,IDR,
D62QE0101#HB,2301,IS01,Q,,LTS,5,IDR,
D62QE0101#HB,2301,IS01,Q,,LTS,10,IDR,
D62QE0101#HB,2301,IS01,Q,,LTS,15,IDR,
D62QE0101#HB,2301,IS01,Q,,LTS,100,IDR,
D62QE0101#HB,2301,IS01,Q,,LTS,85,IDR,
D62QE0101#HB,2301,IS01,Q,,LTS,30,IDR,
D62QE0104,2301,IS01,Q,,PC,5,IDR,
D62QE0106,2301,IS01,Q,,L,"30,00",IDR,
D62QE0111#HB,2301,IS01,,,LTS,"3,370",IDR,
D62QE0113#HB,2301,IS01,,,LTS,1,IDR,
D62QE0114,2301,IS01,Q,,KG,"2.400,00",IDR,
D62QE0114,2301,IS01,Q,,KG,"11.520,00",IDR,
D62QE0114,2301,IS01,Q,,KG,"960,00",IDR,
D62QE0115#HB,2301,IS01,Q,,LTS,10,IDR,
D62QE0117#HB,2301,IS01,Q,,LTS,25,IDR,
D62QE0118#HB,2301,IS01,Q,,LTS,10,IDR,
D62QE0118#HB,2301,IS01,Q,,LTS,135,IDR,
D62QE0122,2301,IS01,Q,,KG,"50,00",IDR,
D62QE0123,2301,IS01,Q,,KG,"10,00",IDR,
D62QE0125#HB,2301,IS01,Q,,LTS,50,IDR,
D62QE0125#HB,2301,IS01,Q,,LTS,2,IDR,
D62QE0125#HB,2301,IS01,Q,,LTS,1,IDR,
D62QE0125#HB,2301,IS01,Q,,LTS,27,IDR,
D62QE0125#HB,2301,IS01,Q,,LTS,50,IDR,
D62QE0126#HB,2301,IS01,Q,,LTS,140,IDR,
D62QE0126#HB,2301,IS01,Q,,LTS,900,IDR,
D62QE0135,2301,IS01,,,CAN,20,IDR,
D62QE0137#HB,2301,IS01,Q,,LTS,40,IDR,
D62QE0137#HB,2301,IS01,Q,,LTS,4,IDR,
D62QE0138#HB,2301,IS01,Q,,LTS,16,IDR,
D62QE0138#HB,2301,IS01,Q,,LTS,20,IDR,
D62QE0138#HB,2301,IS01,Q,,LTS,470,IDR,
D62QE0139#HB,2301,IS01,Q,,LTS,1,IDR,
D62QE0139#HB,2301,IS01,Q,,LTS,20,IDR,
D62QE0139#HB,2301,IS01,Q,,LTS,470,IDR,
D62QE0142,2301,IS01,Q,,CAN,2,IDR,
D62QE0152#HB,2301,IS01,Q,,LTS,25,IDR,
D62QE0152#HB,2301,IS01,Q,,LTS,6,IDR,
D62QE0152#HB,2301,IS01,Q,,LTS,102,IDR,
D62QE0152#HB,2301,IS01,Q,,LTS,15,IDR,
D62QE0153#HB,2301,IS01,Q,,LTS,20,IDR,
D62QE0153#HB,2301,IS01,Q,,LTS,3,IDR,
D62QE0153#HB,2301,IS01,Q,,LTS,1.680,IDR,
D62QE0153#HB,2301,IS01,Q,,LTS,35,IDR,
D62QE0153#HB,2301,IS01,Q,,LTS,15,IDR,
D62QE0154,2301,IS01,Q,,CAN,1,IDR,
D62QE0155#HB,2301,IS01,Q,,LTS,10,IDR,
D62QE0157#HB,2301,IS01,Q,,LTS,175,IDR,
D62QE0157#HB,2301,IS01,Q,,LTS,295,IDR,
D62QE0166#HB,2301,IS01,Q,,LTS,220,IDR,
D62QE0167#HB,2301,IS01,Q,,LTS,12,IDR,
D62QE0168#HB,2301,IS01,Q,,LTS,1.000,IDR,
D62QE0170,2301,IS01,Q,,CAN,38,IDR,
D62QE0173#HB,2301,IS01,Q,,LTS,540,IDR,
D62QE0188#HB,2301,IS01,Q,,LTS,760,IDR,
D62QE0189#HB,2301,IS01,Q,,LTS,5,IDR,
D62QE0189#HB,2301,IS01,Q,,LTS,18,IDR,
D62QE0190#HB,2301,IS01,Q,,LTS,1.400,IDR,
D62QE0192#HB,2301,IS01,Q,,LTS,90,IDR,
D62QE0193#HB,2301,IS01,Q,,LTS,8,IDR,
D62QE0193#HB,2301,IS01,Q,,LTS,40,IDR,
D62QE0194,2301,IS01,Q,,CAN,1,IDR,
D62QE0195,2301,IS01,Q,,CAN,1,IDR,
D62QE0195,2301,IS01,Q,,CAN,1,IDR,
D62QE0199#HB,2301,IS01,Q,,LTS,"78,500",IDR,
D62QE1000#BC,2301,IS01,Q,,PC,1,IDR,
D62QE1000#BC,2301,IS01,Q,,PC,1,IDR,
D62QE1000#CLR,2301,IS01,Q,,PC,381,IDR,
D62QE1000#RD,2301,IS01,Q,,PC,4,IDR,
D62QE1003-DNP,2301,IS01,,,L,"3,00",IDR,
D62QE1200#CLR,2301,IS01,Q,,BT,96,IDR,
D62QE1200#CLR,2301,IS01,Q,,BT,34,IDR,
D62QE2000#MS,2301,IS01,,,L,"10,00",IDR,
D62QE2008-DNP#BOR,2301,IS01,,,L,"70,00",IDR,
D62QE3020-DNP,2301,IS01,,,L,"25,00",IDR,
D62QE3028-DNP,2301,IS01,Q,,L,"20,00",IDR,
D62QE3104,2301,IS01,Q,,L,"108,00",IDR,
D62QE5017-222#DNP,2301,IS01,,,L,"603,00",IDR,
D62QE9003-DNP,2301,IS01,Q,,L,"85,00",IDR,
D62QE9005-DNP,2301,IS01,Q,,L,"10,00",IDR,
D62QE9005-DNP,2301,IS01,Q,,L,"37,00",IDR,
D62QE9005-DNP,2301,IS01,Q,,L,"170,00",IDR,
D62QE9005-DNP,2301,IS01,Q,,L,"65,00",IDR,
D62QE9005-DNP,2301,IS01,Q,,L,"28,00",IDR,
D62QECF1K-DNP,2301,IS01,Q,,L,"18,00",IDR,
D62QECF1K-DNP,2301,IS01,Q,,L,"11,00",IDR,
D62QECF1K-DNP,2301,IS01,Q,,L,"20,00",IDR,
D62ZB0018,2301,IS01,,,KG,"68,00",IDR,
D63AA01807,2301,IS01,Q,,PC,7,IDR,
D63AA01807,2301,IS01,Q,,PC,3,IDR,
D63SA0000,2301,IS01,Q,,SHT,"2.050,00",IDR,
D63SA0000,2301,IS01,Q,,SHT,"650,00",IDR,
D63SA0000,2301,IS01,Q,,SHT,"50,00",IDR,
D63SA0001,2301,IS01,Q,,SHT,"5.590,00",IDR,
D63SA0001,2301,IS01,Q,,SHT,"40,00",IDR,
D63SA0001,2301,IS01,Q,,SHT,"37,00",IDR,
D63SA0002,2301,IS01,Q,,SHT,"5,00",IDR,
D63SA0003,2301,IS01,,,SHT,"100,00",IDR,
D63SA0003,2301,IS01,Q,,SHT,"1.872,00",IDR,
D63SA0005,2301,IS01,Q,,SHT,"1.747,00",IDR,
D63SA0005,2301,IS01,Q,,SHT,"100,00",IDR,
D63SA0008,2301,IS01,,,SHT,"3.720,00",IDR,
D63SA00120,2301,IS01,Q,,SHT,"1.100,00",IDR,
D63SA00240,2301,IS01,Q,,SHT,"2.800,00",IDR,
D63SA0026,2301,IS01,,,SHT,"230,00",IDR,
D63SA00320,2301,IS01,Q,,SHT,"4.096,00",IDR,
D63SA00320,2301,IS01,Q,,SHT,"80,00",IDR,
D63SA00400,2301,IS01,Q,,SHT,"1.350,00",IDR,
D63SA00400,2301,IS01,Q,,SHT,"500,00",IDR,
D63SA00400,2301,IS01,Q,,SHT,"20,00",IDR,
D63SA00400,2301,IS01,Q,,SHT,"20,00",IDR,
D63SA0120,2301,IS01,,,SHT,"600,00",IDR,
D63SA0120,2301,IS01,Q,,SHT,"100,00",IDR,
D63SA01201,2301,IS01,Q,,PC,400,IDR,
D63SA0250,2301,IS01,,,PC,8,IDR,
D63SA0250,2301,IS01,Q,,PC,285,IDR,
D63SA0250,2301,IS01,Q,,PC,20,IDR,
D63SA0250,2301,IS01,Q,,PC,80,IDR,
D63SA0250,2301,IS01,Q,,PC,16,IDR,
D63SA0250,2301,IS01,Q,,PC,25,IDR,
D63SA0250,2301,IS01,Q,,PC,10,IDR,
D63SA0280,2301,IS01,Q,,SHT,"20,00",IDR,
D63SA0280,2301,IS01,Q,,SHT,"25,00",IDR,
D63SA0280,2301,IS01,Q,,SHT,"20,00",IDR,
D63SA0280,2301,IS01,Q,,SHT,"55,00",IDR,
D63SA0280,2301,IS01,Q,,SHT,"900,00",IDR,
D63SA0280,2301,IS01,Q,,SHT,"2.250,00",IDR,
D63SA0280,2301,IS01,Q,,SHT,"20,00",IDR,
D63SA0280,2301,IS01,Q,,SHT,"145,00",IDR,
D63SA0280,2301,IS01,Q,,SHT,"10,00",IDR,
D63SA0280,2301,IS01,Q,,SHT,"50,00",IDR,
D63SA0320,2301,IS01,,,PC,770,IDR,
D63SA0320,2301,IS01,Q,,PC,35,IDR,
D63SA0320,2301,IS01,Q,,PC,30,IDR,
D63SA0400,2301,IS01,,,PC,128,IDR,
D63SA0400,2301,IS01,Q,,PC,20,IDR,
D63SA0400,2301,IS01,Q,,PC,200,IDR,
D63SA0400,2301,IS01,Q,,PC,25,IDR,
D63SA0500,2301,IS01,,,PC,1.900,IDR,
D63SA0600,2301,IS01,,,SHT,"100,00",IDR,
D63SA0600,2301,IS01,Q,,SHT,"750,00",IDR,
D63SA0800,2301,IS01,Q,,SHT,"1.650,00",IDR,
D63SA1000,2301,IS01,,,SHT,"50,00",IDR,
D63SA1000,2301,IS01,Q,,SHT,"25,00",IDR,
D63SA1081,2301,IS01,,,PC,130,IDR,
D63SA1081,2301,IS01,Q,,PC,1.000,IDR,
D63SA1081,2301,IS01,Q,,PC,36,IDR,
D63SA1211,2301,IS01,Q,,SHT,"1.497,00",IDR,
D63SA1400,2301,IS01,,,SHT,"660,00",IDR,
D63SA3237,2301,IS01,,,PC,205,IDR,
D63SAP1204,2301,IS01,Q,,PC,225,IDR,
D63SAP1206,2301,IS01,Q,,PC,75,IDR,
D64QF00002,2301,IS01,Q,,L,"1.200,00",IDR,
D64QF00002,2301,IS01,Q,,L,"200,00",IDR,
D64QF00004-DNP,2301,IS01,Q,,L,"40,00",IDR,
D64QF00004-DNP,2301,IS01,Q,,L,"20,00",IDR,
D64QF00004-DNP,2301,IS01,Q,,L,"20,00",IDR,
D64QF00004-DNP,2301,IS01,Q,,L,"10,00",IDR,
D64QF00004-DNP,2301,IS01,Q,,L,"5,00",IDR,
D64QF00004-DNP,2301,IS01,Q,,L,"5,00",IDR,
D64QF00004-DNP,2301,IS01,Q,,L,"100,00",IDR,
D64QF00004-DNP,2301,IS01,Q,,L,"30,00",IDR,
D64QF00007-DNP,2301,IS01,Q,,L,"15,00",IDR,
D64QF00007-DNP,2301,IS01,Q,,L,"15,00",IDR,
D64QF00007-DNP,2301,IS01,Q,,L,"35,00",IDR,
D64QF00007-DNP,2301,IS01,Q,,L,"50,00",IDR,
D64QF00007-DNP,2301,IS01,Q,,L,"25,00",IDR,
D64QF00007-DNP,2301,IS01,Q,,L,"20,00",IDR,
D64QF00007-DNP,2301,IS01,Q,,L,"10,00",IDR,
D64QF00011,2301,IS01,Q,,L,"310,00",IDR,
D64QF00011,2301,IS01,Q,,L,"710,00",IDR,
D64QF00011,2301,IS01,Q,,L,"140,00",IDR,
D64QF00011,2301,IS01,Q,,L,"300,00",IDR,
D64QF00011,2301,IS01,Q,,L,"100,00",IDR,
D64QF0009,2301,IS01,,,L,"49,00",IDR,
D64QF0009,2301,IS01,Q,,L,"125,00",IDR,
D64QF0010,2301,IS01,Q,,L,"1,00",IDR,
D64QF0017,2301,IS01,Q,,L,"2,00",IDR,
D64QF0017,2301,IS01,Q,,L,"3,00",IDR,
D64QF0019,2301,IS01,Q,,L,"155,00",IDR,
D64QF0019,2301,IS01,Q,,L,"65,00",IDR,
D64QF0019,2301,IS01,Q,,L,"260,00",IDR,
D64QF0019,2301,IS01,Q,,L,"60,00",IDR,
D64QF0077-DNP#DG,2301,IS01,Q,,L,"50,00",IDR,
D64QF0077-DNP#DG,2301,IS01,Q,,L,"60,00",IDR,
D64QF00820,2301,IS01,,,L,"5,00",IDR,
D64QF00820,2301,IS01,Q,,L,"30,00",IDR,
D64QF02220,2301,IS01,,,L,"7,00",IDR,
D64QF0741,2301,IS01,,,L,"36,00",IDR,
D64QF08500-NPN,2301,IS01,Q,,L,"110,00",IDR,
D64QF3104,2301,IS01,Q,,L,"56,00",IDR,
D64QF68001,2301,IS01,Q,,L,"455,00",IDR,
D64QF68001,2301,IS01,Q,,L,"275,00",IDR,
D64QF68001,2301,IS01,Q,,L,"150,00",IDR,
D64QF68001,2301,IS01,Q,,L,"94,00",IDR,
D64QF68001,2301,IS01,Q,,L,"6,00",IDR,
D64QFQ0024-NPN,2301,IS01,Q,,L,"600,00",IDR,
D64QFQ0024-NPN,2301,IS01,Q,,L,"100,00",IDR,
D64QFQ0024-NPN,2301,IS01,Q,,L,"100,00",IDR,
D65SW0061,2301,IS01,,,TB,8,IDR,
D65SW0061,2301,IS01,Q,,TB,2,IDR,
D65SW0061,2301,IS01,Q,,TB,5,IDR,
D65SW0062,2301,IS01,Q,,TB,1,IDR,
D65SW010006#TBG,2301,IS01,Q,,TB,90,IDR,
D65SW010006#TBG,2301,IS04,Q,,TB,6,IDR,
D65SW010006#TBG,2301,IS04,Q,,TB,30,IDR,
D65SW0116,2301,IS01,Q,,SET,3,IDR,
D65SW0151,2301,IS04,Q,,M3,2,IDR,
D65SW0350#TBG,2301,IS01,Q,,TB,2,IDR,
D65SW0350#TBG,2301,IS04,Q,,TB,9,IDR,
D65SW0350#TBG,2301,IS04,Q,,TB,2,IDR,
D65SW040976#TBG,2301,IS04,Q,,TB,33,IDR,
D65SW041007#TBG,2301,IS01,Q,,TB,4,IDR,
D65SW0551,2301,IS04,Q,,M3,2,IDR,
D65SW06000#TBG,2301,IS01,Q,,TB,1,IDR,
D65SW06000#TBG,2301,IS01,Q,,TB,3,IDR,
D65SW06000#TBG,2301,IS01,Q,,TB,12,IDR,
D65SW06000#TBG,2301,IS04,Q,,TB,4,IDR,
D65SW06000#TBG,2301,IS04,Q,,TB,13,IDR,
D65SW06000#TBG,2301,IS04,Q,,TB,5,IDR,
D65SW0694,2301,IS01,Q,,SET,4,IDR,
D65SW10407,2301,IS01,Q,,TB,71,IDR,
D65SW10407,2301,IS01,Q,,TB,85,IDR,
D66EB0050,2301,IS01,Q,,ROL,2,IDR,
D66EB0070,2301,IS01,,,ROL,77,IDR,
D66PB0102,2301,IS01,Q,,ROL,52,IDR,
D66PB0102,2301,IS01,Q,,ROL,10,IDR,
D66PB0102,2301,IS01,Q,,ROL,228,IDR,
D66QG0000,2301,IS01,Q,,PC,15,IDR,
D66QG0000,2301,IS01,Q,,PC,2,IDR,
D66QG00003,2301,IS01,Q,,PC,11,IDR,
D66QG00003,2301,IS01,Q,,PC,5.615,IDR,
D66QG00004,2301,IS01,Q,,PC,2,IDR,
D66QG00004,2301,IS01,Q,,PC,3,IDR,
D66QG0007,2301,IS01,,,PC,1,IDR,
D66QG0011,2301,IS01,Q,,PC,61,IDR,
D66QG0017,2301,IS01,Q,,TB,1,IDR,
D66QG01002,2301,IS01,Q,,SAU,3,IDR,
D66QG0106,2301,IS01,Q,,CAN,3,IDR,
D66QG0222,2301,IS01,Q,,PC,67,IDR,
D66QG0222,2301,IS01,Q,,PC,36,IDR,
D66QG0222,2301,IS01,Q,,PC,31,IDR,
D66QG02500,2301,IS01,Q,,BT,60,IDR,
D66QG02500,2301,IS01,Q,,BT,25,IDR,
D66QG02500,2301,IS01,Q,,BT,190,IDR,
D66QG0650,2301,IS01,Q,,PC,13,IDR,
D66QG0650,2301,IS01,Q,,PC,16,IDR,
D66QG1016,2301,IS01,Q,,PC,2,IDR,
D66QG1110F,2301,IS01,Q,,PC,45,IDR,
D66TE01034,2301,IS01,Q,,ROL,1,IDR,
D66TE01034,2301,IS01,Q,,ROL,910,IDR,
D66TE01034,2301,IS01,Q,,ROL,20,IDR,
D66TE01034,2301,IS01,Q,,ROL,380,IDR,
D66TE01034,2301,IS01,Q,,ROL,4,IDR,
D66TG0001,2301,IS01,Q,,M,"550,00",IDR,
D66TG0001,2301,IS01,Q,,M,"400,00",IDR,
D66TG0001,2301,IS01,Q,,M,"114,00",IDR,
D66TG0001,2301,IS01,Q,,M,"135,00",IDR,
D66TG0001,2301,IS01,Q,,M,"25,00",IDR,
D66TG0001,2301,IS01,Q,,M,"300,00",IDR,
D66UG0012,2301,IS01,,,ROL,117,IDR,
D66UG0024-NCI,2301,IS01,Q,,ROL,4,IDR,
D66UG0024-NCI,2301,IS01,Q,,ROL,64,IDR,
D66UG0024-NCI,2301,IS01,Q,,ROL,7,IDR,
D66UG0024-NCI,2301,IS01,Q,,ROL,500,IDR,
D66UG0024-NCI,2301,IS01,Q,,ROL,80,IDR,
D66UG0024-NCI,2301,IS01,Q,,ROL,450,IDR,
D66UG0024-NTO,2301,IS01,,,ROL,108,IDR,
D66UG0024-NTO,2301,IS01,Q,,ROL,96,IDR,
D66UG0024-NTO,2301,IS01,Q,,ROL,13,IDR,
D66UG0025,2301,IS01,Q,,ROL,4,IDR,
D66UG0048-NCI,2301,IS01,Q,,ROL,52,IDR,
D66UG0048-NCI,2301,IS01,Q,,ROL,185,IDR,
D66UG0048-NCI,2301,IS01,Q,,ROL,20,IDR,
D66UG0048-NCI,2301,IS01,Q,,ROL,10,IDR,
D66UG0048-NCI,2301,IS01,Q,,ROL,120,IDR,
D66UG02510,2301,IS01,Q,,ROL,8,IDR,
D66UG03024,2301,IS01,Q,,ROL,625,IDR,
D66UG03024,2301,IS01,Q,,ROL,456,IDR,
D66UG03024,2301,IS01,Q,,ROL,132,IDR,
D66UG0310,2301,IS01,Q,,ROL,2,IDR,
D66UG0310,2301,IS01,Q,,ROL,2,IDR,
D66UG05099,2301,IS01,,,PC,2,IDR,
D66UI0002,2301,IS01,Q,,ROL,2,IDR,
D66UI0002,2301,IS01,Q,,ROL,47,IDR,
D66UI0002,2301,IS01,Q,,ROL,5,IDR,
D66UI0002,2301,IS01,Q,,ROL,5,IDR,
D66UI0002,2301,IS01,Q,,ROL,14,IDR,
D66UI0002,2301,IS01,Q,,ROL,2,IDR,
D66UI0003,2301,IS01,,,ROL,2,IDR,
D66UI0004,2301,IS01,Q,,ROL,10,IDR,
D66UI0004,2301,IS01,Q,,ROL,9,IDR,
D66UI0004,2301,IS01,Q,,ROL,1,IDR,
D66UI01002,2301,IS01,Q,,PC,11,IDR,
D66UI01003,2301,IS01,Q,,ROL,65,IDR,
D66UI01003,2301,IS01,Q,,ROL,194,IDR,
D66UI01003,2301,IS01,Q,,ROL,218,IDR,
D66UI010100,2301,IS01,Q,,PC,1,IDR,
D66UI020100,2301,IS01,Q,,PC,1,IDR,
D66UI02983,2301,IS01,,,ROL,1,IDR,
D66UI03048,2301,IS01,Q,,ROL,1,IDR,
D66UI03048,2301,IS01,Q,,ROL,221,IDR,
D66UI03048,2301,IS01,Q,,ROL,104,IDR,
D66UI03048,2301,IS01,Q,,ROL,380,IDR,
D66UI04001,2301,IS01,Q,,ROL,1,IDR,
D66UI05001,2301,IS01,Q,,ROL,10,IDR,
D66UI05002,2301,IS01,Q,,ROL,9,IDR,
D66UI06048,2301,IS01,Q,,ROL,277,IDR,
D66UI06048,2301,IS01,Q,,ROL,299,IDR,
D66UI2403,2301,IS01,Q,,ROL,1,IDR,
D66UI4050,2301,IS01,Q,,ROL,1,IDR,
D66UQ0001#BC,2301,IS01,Q,,ROL,5,IDR,
D66UQ0001#BC,2301,IS01,Q,,ROL,8,IDR,
D66UQ0001#BC,2301,IS01,Q,,ROL,294,IDR,
D66UQ0001#BC,2301,IS01,Q,,ROL,58,IDR,
D66UQ0001#BC,2301,IS01,Q,,ROL,180,IDR,
D67TP0001,2301,IS01,Q,,ROL,20,IDR,
D67UK0004,2301,IS01,Q,,BT,10,IDR,
D67UK0020,2301,IS01,Q,,KG,"67,00",IDR,
D67UK0020,2301,IS01,Q,,KG,"394,00",IDR,
D67UK0020,2301,IS01,Q,,KG,"114,00",IDR,
D67UK01003,2301,IS01,,,KG,"5,00",IDR,
D67UK01003,2301,IS01,Q,,KG,"9,00",IDR,
D67UK01004,2301,IS01,Q,,PAC,38,IDR,
D67UK01004,2301,IS01,Q,,PAC,46,IDR,
D67UK01004,2301,IS01,Q,,PAC,22,IDR,
D67UK01005,2301,IS01,Q,,PAC,2,IDR,
D67UK01006,2301,IS01,Q,,KG,"650,00",IDR,
D67UK01008,2301,IS01,Q,,BT,20,IDR,
D67UK01009,2301,IS01,Q,,L,"67,20",IDR,
D67UK01020,2301,IS01,Q,,BT,265,IDR,
D67UK01020,2301,IS01,Q,,BT,380,IDR,
D67UK01022,2301,IS01,Q,,PC,3,IDR,
D67UK0501,2301,IS01,Q,,PC,360,IDR,
D67UK0505,2301,IS01,Q,,PC,40,IDR,
D67UK0505,2301,IS01,Q,,PC,13,IDR,
D67UK7447,2301,IS01,Q,,PC,2.050,IDR,
D67UKNZ400,2301,IS01,Q,,PC,84,IDR,
D67WC0001,2301,IS01,Q,,KG,"23,00",IDR,
D67WC0001,2301,IS01,Q,,KG,"328,00",IDR,
D67WC0001,2301,IS01,Q,,KG,"28,00",IDR,
D67WE0002,2301,IS01,,,PC,23,IDR,
D67WE0003,2301,IS01,Q,,PC,1,IDR,
D67WE0006,2301,IS01,Q,,PC,7,IDR,
D67WE0006,2301,IS01,Q,,PC,140,IDR,
D67WE0006,2301,IS01,Q,,PC,14,IDR,
D67WE00115,2301,IS01,Q,,ML,8.250,IDR,
D67WE0014,2301,IS01,,,L,"25,00",IDR,
D67WE02001,2301,IS01,Q,,BT,3,IDR,
D67WE0400,2301,IS01,,,L,"45,00",IDR,
D67ZE0001,2301,IS01,Q,,L,"2,00",IDR,
D67ZE0001,2301,IS01,Q,,L,"48,00",IDR,
D68JB01001,2301,IS01,Q,,PC,72,IDR,
D68QG0003,2301,IS01,,,KG,"2,00",IDR,
D68QG0005,2301,IS01,,,KG,"3,00",IDR,
D68QG0005,2301,IS01,Q,,KG,"615,00",IDR,
D68QG0009,2301,IS01,,,KG,"9,00",IDR,
D68QG0009,2301,IS01,Q,,KG,"42,00",IDR,
D68QG01131,2301,IS01,Q,,KG,"72,00",IDR,
D68QH000-124#BC,2301,IS01,,,SAU,100,IDR,
D68QH000-124#BC,2301,IS01,Q,,SAU,2,IDR,
D68QH000-124#BC,2301,IS01,Q,,SAU,20,IDR,
D68QH000-124#BC,2301,IS01,Q,,SAU,552,IDR,
D68QH000-124#BC,2301,IS01,Q,,SAU,286,IDR,
D68QH000-124#BC,2301,IS01,Q,,SAU,768,IDR,
D68QH0001#BC,2301,IS01,Q,,PC,140,IDR,
D68QH0002,2301,IS01,Q,,PC,15,IDR,
D68QH0002,2301,IS01,Q,,PC,10,IDR,
D68QH0010,2301,IS01,Q,,PC,30,IDR,
