Material,Plnt,SLoc,S,Special stock number,BUn,Unrestricted,Crcy,Value Unrestricted
A11EL0120E0223,2301,IS02,Q,,SHT,"14,00",IDR,
A11EL0120E0223,2301,IS02,Q,,SHT,"2,00",IDR,
A11EL0120E11,2301,IS01,Q,,SHT,"36,00",IDR,
A11EL0140D12,2301,IS02,Q,,SHT,"5,00",IDR,
A11EL0200F4396,2301,IS01,,,SHT,"4,00",IDR,
A11EL0200H16,2301,IS02,Q,,SHT,"1,00",IDR,
A11EL0280F316,2301,IS01,,,SHT,"4,00",IDR,
A11EL0280F8113,2301,IS01,,,SHT,"2,00",IDR,
A11EL0280F8113,2301,IS02,Q,,SHT,"3,00",IDR,
A11EL0280H16,2301,IS02,Q,,SHT,"1,00",IDR,
A11EL0280H16,2301,IS02,Q,,SHT,"44,00",IDR,
A11EL0600,2301,IS02,Q,,SHT,"5,00",IDR,
A11HM0050E220,2301,IS01,Q,,SHT,"18,00",IDR,
A11HN0060H393,2301,IS01,,,SHT,"12,00",IDR,
A11HN0090H36,2301,IS01,,,SHT,"6,00",IDR,
A11HN0120H523,2301,IS01,,,SHT,"12,00",IDR,
A11HN0140,2301,IS01,,,SHT,"6,00",IDR,
A11MH0008,2301,IS01,Q,,SHT,"12,00",IDR,
A11MH0010,2301,IS01,Q,,SHT,"32,00",IDR,
A11MH0015,2301,IS01,Q,,PC,10,IDR,
A11MH0015,2301,IS01,Q,,PC,2,IDR,
A11MH0015,2301,IS02,Q,,PC,4,IDR,
A11MH0020,2301,IS01,,,SHT,"9,00",IDR,
A11MH0020,2301,IS01,Q,,SHT,"1,00",IDR,
A11MH0020,2301,IS01,Q,,SHT,"10,00",IDR,
A11MH0020,2301,IS01,Q,,SHT,"1,00",IDR,
A11MH0020,2301,IS01,Q,,SHT,"4,00",IDR,
A11MH0020,2301,IS01,Q,,SHT,"1,00",IDR,
A11MH0020,2301,IS02,Q,,SHT,"8,00",IDR,
A11MH0020,2301,IS02,Q,,SHT,"20,00",IDR,
A11MH0020D114,2301,IS01,Q,,SHT,"728,00",IDR,
A11MH0020D114,2301,IS01,Q,,SHT,"36,00",IDR,
A11MH0020D114,2301,IS02,Q,,SHT,"121,00",IDR,
A11MH0030,2301,IS01,Q,,SHT,"24,00",IDR,
A11MH0030,2301,IS01,Q,,SHT,"7,00",IDR,
A11MH0030,2301,IS01,Q,,SHT,"10,00",IDR,
A11MH0030,2301,IS01,Q,,SHT,"2,00",IDR,
A11MH0030D0114,2301,IS01,Q,,SHT,"11,00",IDR,
A11MH0030D0131,2301,IS02,Q,,SHT,"3,00",IDR,
A11MH0030D0164,2301,IS02,Q,,SHT,"1,00",IDR,
A11MH0030D098,2301,IS01,Q,,SHT,"25,00",IDR,
A11MH0030D098,2301,IS01,Q,,SHT,"4,00",IDR,
A11MH0045,2301,IS01,Q,,SHT,"34,00",IDR,
A11MH0045,2301,IS01,Q,,SHT,"258,00",IDR,
A11MH0045,2301,IS01,Q,,SHT,"10,00",IDR,
A11MH0045,2301,IS01,Q,,SHT,"95,00",IDR,
A11MH0045,2301,IS01,Q,,SHT,"26,00",IDR,
A11MH0045,2301,IS01,Q,,SHT,"13,00",IDR,
A11MH0045,2301,IS02,Q,,SHT,"35,00",IDR,
A11MH0045,2301,IS02,Q,,SHT,"1,00",IDR,
A11MH0045D010,2301,IS01,Q,,SHT,"8,00",IDR,
A11MH0060,2301,IS01,Q,,SHT,"21,00",IDR,
A11ND0008,2301,IS02,Q,,SHT,"32,00",IDR,
A11ND0010,2301,IS01,Q,,SHT,"96,00",IDR,
A11ND0010#HL,2301,IS01,Q,,SHT,"2,00",IDR,
A11ND0010#HL,2301,IS01,Q,,SHT,"12,00",IDR,
A11ND0010D22#HL,2301,IS01,,,SHT,"64,00",IDR,
A11ND0012,2301,IS01,Q,,SHT,"6,00",IDR,
A11ND0015,2301,IS01,Q,,SHT,"136,00",IDR,
A11ND0015,2301,IS01,Q,,SHT,"273,00",IDR,
A11ND0015,2301,IS01,Q,,SHT,"468,00",IDR,
A11ND0015,2301,IS01,Q,,SHT,"377,00",IDR,
A11ND0015,2301,IS01,Q,,SHT,"21,00",IDR,
A11ND0015,2301,IS01,Q,,SHT,"31,00",IDR,
A11ND0015,2301,IS01,Q,,SHT,"36,00",IDR,
A11ND0015,2301,IS01,Q,,SHT,"2,00",IDR,
A11ND0015,2301,IS01,Q,,SHT,"10,00",IDR,
A11ND0015,2301,IS02,Q,,SHT,"4,00",IDR,
A11ND0015,2301,IS02,Q,,SHT,"109,00",IDR,
A11ND0015,2301,IS02,Q,,SHT,"2,00",IDR,
A11ND0015,2301,IS02,Q,,SHT,"1,00",IDR,
A11ND0016,2301,IS01,Q,,SHT,"4,00",IDR,
A11ND0020,2301,IS01,Q,,SHT,"68,00",IDR,
A11ND0030,2301,IS01,Q,,SHT,"30,00",IDR,
A11ND0030#2B,2301,IS01,,,SHT,"6,00",IDR,
A11ND0030#CK,2301,IS01,Q,,SHT,"4,00",IDR,
A11ND0030#CK,2301,IS01,Q,,SHT,"4,00",IDR,
A11ND0030#CK,2301,IS01,Q,,SHT,"76,00",IDR,
A11ND0030#CK,2301,IS01,Q,,SHT,"3,00",IDR,
A11ND0030E10,2301,IS01,Q,,SHT,"186,00",IDR,
A11ND0030E10,2301,IS01,Q,,SHT,"197,00",IDR,
A11ND0030E10,2301,IS01,Q,,SHT,"12,00",IDR,
A11ND0030E10,2301,IS02,Q,,SHT,"1,00",IDR,
A11ND0040,2301,IS01,Q,,SHT,"1,00",IDR,
A11ND0040,2301,IS01,Q,,SHT,"3,00",IDR,
A11ND0040,2301,IS01,Q,,SHT,"2,00",IDR,
A11ND0040,2301,IS01,Q,,SHT,"7,00",IDR,
A11ND0040,2301,IS01,Q,,SHT,"2,00",IDR,
A11ND0045,2301,IS01,Q,,SHT,"75,00",IDR,
A11ND0045,2301,IS01,Q,,SHT,"1,00",IDR,
A11ND0045,2301,IS01,Q,,SHT,"9,00",IDR,
A11ND0045,2301,IS01,Q,,SHT,"1,00",IDR,
A11ND0045,2301,IS01,Q,,SHT,"5,00",IDR,
A11ND0045,2301,IS01,Q,,SHT,"1,00",IDR,
A11ND0045,2301,IS02,Q,,SHT,"38,00",IDR,
A11ND0050,2301,IS01,Q,,SHT,"13,00",IDR,
A11ND0050,2301,IS01,Q,,SHT,"12,00",IDR,
A11ND0050,2301,IS01,Q,,SHT,"1,00",IDR,
A11ND0060,2301,IS01,Q,,SHT,"10,00",IDR,
A11ND0060,2301,IS01,Q,,SHT,"2,00",IDR,
A11ND0080,2301,IS01,Q,,SHT,"2,00",IDR,
A11ND0080,2301,IS02,Q,,SHT,"2,00",IDR,
A11ND0120,2301,IS02,Q,,SHT,"2,00",IDR,
A11ND0140,2301,IS01,Q,,SHT,"4,00",IDR,
A11ND0160,2301,IS01,Q,,SHT,"2,00",IDR,
A11PB0032,2301,IS01,Q,,SHT,"3,00",IDR,
A11PE0060,2301,IS01,,,SHT,"61,00",IDR,
A11PE0060F510,2301,IS01,Q,,SHT,"3,00",IDR,
A11RF0010,2301,IS01,,,SHT,"8,00",IDR,
A11RF0010,2301,IS01,Q,,SHT,"7,00",IDR,
A11RF0010#CK,2301,IS01,Q,,SHT,"54,00",IDR,
A11RF0015,2301,IS01,Q,,SHT,"65,00",IDR,
A11RF0016,2301,IS01,Q,,SHT,"366,00",IDR,
A11RF0016,2301,IS01,Q,,SHT,"1,00",IDR,
A11RF0016,2301,IS01,Q,,SHT,"1,00",IDR,
A11RF0020,2301,IS01,Q,,SHT,"270,00",IDR,
A11RF0020,2301,IS01,Q,,SHT,"7,00",IDR,
A11RF0020,2301,IS01,Q,,SHT,"1,00",IDR,
A11RF0020,2301,IS01,Q,,SHT,"21,00",IDR,
A11RF0020#PF,2301,IS01,Q,,SHT,"7,00",IDR,
A11RF0020#PF,2301,IS01,Q,,SHT,"166,00",IDR,
A11RF0030,2301,IS01,Q,,SHT,"3,00",IDR,
A11RF0030,2301,IS01,Q,,SHT,"3,00",IDR,
A11RF0030,2301,IS01,Q,,SHT,"3,00",IDR,
A11RF0030#CK,2301,IS01,Q,,SHT,"19,00",IDR,
A11RF0040,2301,IS02,Q,,SHT,"1,00",IDR,
A11RF0100,2301,IS01,Q,,SHT,"1,00",IDR,
A11RF0200,2301,IS01,Q,,SHT,"4,00",IDR,
A11RP0140F5164,2301,IS01,,,SHT,"1,00",IDR,
A11RP0140F5164,2301,IS02,Q,,SHT,"1,00",IDR,
A11RP0400D182,2301,IS01,Q,,SHT,"1,00",IDR,
A11RP0550,2301,IS01,Q,,SHT,"1,00",IDR,
A11RW0015,2301,IS01,Q,,SHT,"8,00",IDR,
A11RW0020,2301,IS01,Q,,SHT,"53,00",IDR,
A11RW0040,2301,IS01,Q,,SHT,"2,00",IDR,
A11RW0045,2301,IS01,Q,,SHT,"1,00",IDR,
A11RW0050,2301,IS01,Q,,SHT,"2,00",IDR,
A11RW0050,2301,IS01,Q,,SHT,"2,00",IDR,
A11RW0050,2301,IS01,Q,,SHT,"2,00",IDR,
A11RW0050E10,2301,IS01,Q,,SHT,"2,00",IDR,
A11RW1030,2301,IS01,Q,,SHT,"2,00",IDR,
A11RW1030,2301,IS01,Q,,SHT,"3,00",IDR,
A11RW1030,2301,IS01,Q,,SHT,"3,00",IDR,
A11SE0008,2301,IS01,,,SHT,"1,00",IDR,
A11SE0008D82,2301,IS01,Q,,ROL,10,IDR,
A11SE0008D82,2301,IS01,Q,,ROL,16,IDR,
A11SE0008D82,2301,IS01,Q,,ROL,6,IDR,
A11SE0008D82,2301,IS01,Q,,ROL,1,IDR,
A11ZC0080D8,2301,IS01,Q,,SHT,"14,00",IDR,
A11ZF0032#P,2301,IS01,Q,,SHT,"2,00",IDR,
A11ZF0060#P,2301,IS01,Q,,SHT,"5,00",IDR,
A11ZF0120#P,2301,IS01,Q,,SHT,"1,00",IDR,
A11ZJ0011,2301,IS01,Q,,SHT,"183,00",IDR,
A11ZJ0012,2301,IS01,Q,,SHT,"5,00",IDR,
A11ZJ0012,2301,IS01,Q,,SHT,"1,00",IDR,
A11ZJ0012,2301,IS01,Q,,SHT,"7,00",IDR,
A11ZJ0012,2301,IS01,Q,,SHT,"1,00",IDR,
A11ZJ0015,2301,IS01,Q,,SHT,"15,00",IDR,
A11ZJ0015,2301,IS01,Q,,SHT,"6,00",IDR,
A11ZJ0016,2301,IS01,Q,,SHT,"8,00",IDR,
A11ZJ0016,2301,IS01,Q,,SHT,"40,00",IDR,
A11ZJ0016,2301,IS01,Q,,SHT,"5,00",IDR,
A11ZJ0016,2301,IS01,Q,,SHT,"541,00",IDR,
A11ZJ0016,2301,IS01,Q,,SHT,"84,00",IDR,
A11ZJ0016,2301,IS01,Q,,SHT,"11,00",IDR,
A11ZJ0020,2301,IS01,Q,,SHT,"41,00",IDR,
A11ZJ0020,2301,IS01,Q,,SHT,"88,00",IDR,
A11ZJ0020,2301,IS01,Q,,SHT,"1,00",IDR,
A11ZJ0020,2301,IS01,Q,,SHT,"125,00",IDR,
A11ZJ0030,2301,IS01,Q,,SHT,"36,00",IDR,
A11ZJ0030,2301,IS01,Q,,SHT,"19,00",IDR,
A11ZJ0030,2301,IS01,Q,,SHT,"3,00",IDR,
A11ZJ0030,2301,IS01,Q,,SHT,"6,00",IDR,
A11ZJ0030,2301,IS01,Q,,SHT,"5,00",IDR,
A11ZJ0045,2301,IS01,Q,,SHT,"1,00",IDR,
A11ZJ0060,2301,IS01,Q,,SHT,"1,00",IDR,
A11ZX0100E328,2301,IS01,,,SHT,"7,00",IDR,
A11ZX0120F10,2301,IS01,Q,,SHT,"1,00",IDR,
A11ZX0120F20,2301,IS01,Q,,SHT,"2,00",IDR,
A11ZX0160F10,2301,IS01,Q,,SHT,"3,00",IDR,
A11ZX0160F4159,2301,IS01,,,SHT,"4,00",IDR,
A11ZX0190F4133,2301,IS01,,,SHT,"2,00",IDR,
A11ZX0200F10,2301,IS01,Q,,SHT,"1,00",IDR,
A14AB0016#01,2301,IS01,Q,,SHT,"81,00",IDR,
A14AB0030,2301,IS01,Q,,SHT,"9,00",IDR,
A14AB0030,2301,IS01,Q,,SHT,"73,00",IDR,
A15AB0060,2301,IS01,Q,,STK,117,IDR,
A15AB0080,2301,IS01,Q,,STK,16,IDR,
A15AB0090,2301,IS01,Q,,STK,14,IDR,
A15AB0090,2301,IS02,Q,,STK,1,IDR,
A15AB0090,2301,IS02,Q,,STK,1,IDR,
A15AB0100,2301,IS01,Q,,STK,40,IDR,
A15AB0100,2301,IS01,Q,,STK,7,IDR,
A15AB0100,2301,IS02,Q,,STK,24,IDR,
A15AB0120,2301,IS01,Q,,STK,785,IDR,
A15AB0120,2301,IS01,Q,,STK,6,IDR,
A15AB0120,2301,IS01,Q,,STK,180,IDR,
A15AB0140,2301,IS01,Q,,STK,1,IDR,
A15AB0150,2301,IS01,Q,,STK,31,IDR,
A15AB0160,2301,IS01,,,STK,1,IDR,
A15AB0190,2301,IS01,,,STK,27,IDR,
A15AB0190,2301,IS01,Q,,STK,1,IDR,
A15AB0200,2301,IS01,Q,,STK,1,IDR,
A15AB0200,2301,IS02,Q,,STK,1,IDR,
A15AB0220,2301,IS01,Q,,STK,17,IDR,
A15AB0220,2301,IS02,Q,,STK,2,IDR,
A15AB0250,2301,IS01,Q,,STK,47,IDR,
A15AB0280,2301,IS01,Q,,STK,6,IDR,
A15AB0320,2301,IS01,Q,,STK,92,IDR,
A15AB0320,2301,IS02,Q,,STK,8,IDR,
A15AB0360,2301,IS01,Q,,STK,2,IDR,
A15AB0400,2301,IS01,Q,,STK,3,IDR,
A15AB0440,2301,IS01,Q,,SHT,"4,00",IDR,
A15AB0450,2301,IS01,Q,,STK,2,IDR,
A15AB0500,2301,IS01,Q,,STK,7,IDR,
A15AB0500,2301,IS02,Q,,STK,2,IDR,
A15AB0550,2301,IS01,Q,,STK,17,IDR,
A15AB0700,2301,IS01,Q,,STK,23,IDR,
A15AB0750,2301,IS01,Q,,STK,3,IDR,
A15AB1150,2301,IS01,Q,,STK,31,IDR,
A15AD0250,2301,IS01,Q,,STK,15,IDR,
A15BM0160,2301,IS01,Q,,STK,8,IDR,
A15BM0285,2301,IS01,Q,,SHT,"111,00",IDR,
A15CU0142H,2301,IS01,Q,,STK,54,IDR,
A15CW0254-1020,2301,IS01,Q,,STK,3,IDR,
A15CX0254-1020,2301,IS01,Q,,STK,226,IDR,
A15CZ0250-250,2301,IS01,Q,,STK,20,IDR,
A15CZ0250-250,2301,IS01,Q,,STK,475,IDR,
A15GK0140,2301,IS01,Q,,STK,2,IDR,
A15GK0159,2301,IS01,Q,,STK,2,IDR,
A15GK0222,2301,IS01,Q,,STK,24,IDR,
A15GK0400,2301,IS01,Q,,STK,3,IDR,
A15GK0508,2301,IS02,Q,,STK,4,IDR,
A15HT0450-040,2301,IS01,,,STK,4,IDR,
A15JJ0080-1020,2301,IS01,Q,,STK,2,IDR,
A15ND0030,2301,IS01,,,STK,57,IDR,
A15ND0040,2301,IS01,Q,,STK,1,IDR,
A15ND0050,2301,IS01,Q,,STK,985,IDR,
A15ND0050,2301,IS01,Q,,STK,30,IDR,
A15ND0050,2301,IS01,Q,,STK,102,IDR,
A15ND0050,2301,IS01,Q,,STK,17,IDR,
A15ND0050,2301,IS01,Q,,STK,14,IDR,
A15ND0050,2301,IS01,Q,,STK,2,IDR,
A15ND0060,2301,IS01,Q,,STK,357,IDR,
A15ND0060,2301,IS01,Q,,STK,1,IDR,
A15ND0060,2301,IS01,Q,,STK,4,IDR,
A15ND0060,2301,IS01,Q,,STK,2,IDR,
A15ND0060,2301,IS02,Q,,STK,4,IDR,
A15ND0080,2301,IS01,Q,,STK,1,IDR,
A15ND0080,2301,IS01,Q,,STK,220,IDR,
A15ND0080,2301,IS01,Q,,STK,1,IDR,
A15ND0080,2301,IS01,Q,,STK,14,IDR,
A15ND0080,2301,IS01,Q,,STK,19,IDR,
A15ND0080,2301,IS01,Q,,STK,46,IDR,
A15ND0080,2301,IS01,Q,,STK,15,IDR,
A15ND0080,2301,IS01,Q,,STK,28,IDR,
A15ND0080,2301,IS01,Q,,STK,1,IDR,
A15ND0100,2301,IS01,Q,,STK,1,IDR,
A15ND0100,2301,IS01,Q,,STK,1,IDR,
A15ND0100,2301,IS01,Q,,STK,24,IDR,
A15ND0100,2301,IS01,Q,,STK,30,IDR,
A15ND0100,2301,IS01,Q,,STK,5,IDR,
A15ND0100,2301,IS01,Q,,STK,83,IDR,
A15ND0120,2301,IS01,Q,,STK,17,IDR,
A15ND0140,2301,IS01,Q,,STK,1,IDR,
A15ND0150,2301,IS01,Q,,STK,2,IDR,
A15ND0150,2301,IS01,Q,,STK,13,IDR,
A15ND0160,2301,IS01,Q,,STK,49,IDR,
A15ND0190,2301,IS01,Q,,STK,4,IDR,
A15ND0190,2301,IS01,Q,,STK,1,IDR,
A15ND0190,2301,IS01,Q,,STK,4,IDR,
A15ND0190,2301,IS01,Q,,STK,17,IDR,
A15ND0190,2301,IS01,Q,,STK,30,IDR,
A15ND0190,2301,IS01,Q,,STK,5,IDR,
A15ND0250,2301,IS01,Q,,DR,85,IDR,
A15ND0250,2301,IS02,Q,,DR,16,IDR,
A15ND0280,2301,IS01,Q,,STK,2,IDR,
A15ND0360,2301,IS01,Q,,STK,1,IDR,
A15ND0360,2301,IS01,Q,,STK,4,IDR,
A15ND0500,2301,IS01,Q,,STK,1,IDR,
A15ND0750,2301,IS02,Q,,STK,2,IDR,
A15PB0360,2301,IS02,Q,,STK,7,IDR,
A15PC0160,2301,IS01,Q,,STK,7,IDR,
A15PC0250,2301,IS01,Q,,STK,12,IDR,
A15PC0300,2301,IS01,,,STK,34,IDR,
A15PC0300,2301,IS01,Q,,STK,2,IDR,
A15PC0400,2301,IS01,,,STK,6,IDR,
A15PC0400,2301,IS01,Q,,STK,3,IDR,
A15PC0420,2301,IS01,Q,,STK,15,IDR,
A15PC0450,2301,IS02,Q,,STK,3,IDR,
A15PC0500,2301,IS02,Q,,STK,1,IDR,
A15PC0520,2301,IS02,Q,,STK,3,IDR,
A15PC0650,2301,IS01,Q,,STK,32,IDR,
A15PC0650,2301,IS02,Q,,STK,25,IDR,
A15PC1150,2301,IS01,Q,,STK,2,IDR,
A15RF0080,2301,IS01,Q,,STK,1,IDR,
A15RF0150F,2301,IS01,Q,,STK,2,IDR,
A15SG0080,2301,IS01,Q,,STK,1,IDR,
A15SG0285,2301,IS02,Q,,STK,4,IDR,
A15SM0500,2301,IS01,Q,,STK,12,IDR,
A15ZF0500,2301,IS01,Q,,STK,13,IDR,
A15ZF0650#B,2301,IS01,Q,,STK,1,IDR,
A15ZF0750#B,2301,IS01,Q,,STK,1,IDR,
A16AD0600L-S80,2301,IS01,Q,,STK,315,IDR,
A16AR0080-015,2301,IS01,,,STK,18,IDR,
A16AR0080-015,2301,IS01,Q,,STK,3,IDR,
A16AR0120-020,2301,IS01,,,STK,13,IDR,
A16AR0150-015,2301,IS01,Q,,STK,24,IDR,
A16AR0160-025,2301,IS01,Q,,STK,3,IDR,
A16AR0220-020,2301,IS01,Q,,STK,12,IDR,
A16AR0250-025,2301,IS01,Q,,STK,1,IDR,
A16CU0127-008,2301,IS01,Q,,ROL,66,IDR,
A16CU0127-008,2301,IS01,Q,,ROL,216,IDR,
A16CU0127-008,2301,IS01,Q,,ROL,25,IDR,
A16CU0127-008,2301,IS01,Q,,ROL,25,IDR,
A16CU0191-012,2301,IS01,Q,,STK,76,IDR,
A16CU0191-012,2301,IS01,Q,,STK,154,IDR,
A16CU0191-012,2301,IS01,Q,,STK,29,IDR,
A16CU0191-012,2301,IS01,Q,,STK,29,IDR,
A16DL0300L-040,2301,IS01,Q,,STK,6,IDR,
A16DL0300L-040,2301,IS01,Q,,STK,4,IDR,
A16GL0138L-S80,2301,IS02,Q,,STK,2,IDR,
A16GL0217L-S40,2301,IS01,,,STK,10,IDR,
A16GL0217L-S40,2301,IS01,Q,,STK,150,IDR,
A16GL0217L-S40,2301,IS01,Q,,STK,177,IDR,
A16GL0217L-S40,2301,IS01,Q,,STK,2,IDR,
A16GL0217L-S80,2301,IS02,Q,,STK,17,IDR,
A16GL0272L-S80,2301,IS01,Q,,STK,7,IDR,
A16GL0272L-S80,2301,IS01,Q,,STK,68,IDR,
A16GL0272L-S80,2301,IS02,Q,,STK,3,IDR,
A16GL0272L-S80,2301,IS02,Q,,STK,4,IDR,
A16GL0340L-S40,2301,IS01,Q,,STK,20,IDR,
A16GL0340L-S40,2301,IS01,Q,,STK,1,IDR,
A16GL0340L-S80,2301,IS01,Q,,STK,261,IDR,
A16GL0486L-S40,2301,IS01,,,STK,2,IDR,
A16GL0605L-S40,2301,IS01,,,STK,3,IDR,
A16GL0605L-S80,2301,IS02,Q,,STK,2,IDR,
A16GL1398L-S40,2301,IS01,,,STK,1,IDR,
A16HK0217L-S40,2301,IS01,,,STK,1,IDR,
A16HK0267L-S80,2301,IS01,Q,,STK,62,IDR,
A16HK0267L-S80,2301,IS02,Q,,STK,14,IDR,
A16HK0422L-S80,2301,IS01,Q,,STK,112,IDR,
A16HK0422L-S80,2301,IS01,Q,,STK,182,IDR,
A16HR0350-045,2301,IS01,Q,,STK,168,IDR,
A16HR0550-040,2301,IS01,Q,,STK,9,IDR,
A16HR0750-030,2301,IS01,,,STK,2,IDR,
A16HR0750-030,2301,IS01,Q,,STK,55,IDR,
A16HR0750-030,2301,IS01,Q,,STK,17,IDR,
A16HR0750-030,2301,IS02,Q,,STK,15,IDR,
A16HS0138L-S40,2301,IS01,Q,,STK,4,IDR,
A16HS0138L-S40,2301,IS01,Q,,STK,24,IDR,
A16HS0138L-S40,2301,IS02,Q,,STK,18,IDR,
A16HS0138L-S80,2301,IS01,Q,,STK,1,IDR,
A16HS0138L-S80,2301,IS01,Q,,STK,4,IDR,
A16HS0138L-S80,2301,IS02,Q,,STK,1,IDR,
A16HS0217L-S40,2301,IS02,Q,,STK,29,IDR,
A16HS0217L-S80,2301,IS01,Q,,STK,86,IDR,
A16HS0340L-S40,2301,IS01,Q,,STK,6,IDR,
A16HS0340L-S40,2301,IS01,Q,,STK,8,IDR,
A16HS0340L-S40,2301,IS01,Q,,STK,4,IDR,
A16HS0340L-S80,2301,IS01,Q,,STK,4,IDR,
A16HS0340L-S80,2301,IS01,Q,,STK,1,IDR,
A16HS0340L-S80,2301,IS01,Q,,STK,32,IDR,
A16HS0427L-S40,2301,IS01,,,STK,45,IDR,
A16HS0427L-S40,2301,IS01,Q,,STK,2,IDR,
A16HS0427L-S60,2301,IS01,Q,,STK,4,IDR,
A16HS0427L-S60,2301,IS01,Q,,STK,5,IDR,
A16HS0427L-S80,2301,IS01,Q,,STK,5,IDR,
A16HS0427L-S80,2301,IS02,Q,,STK,3,IDR,
A16HS0486L-S80,2301,IS01,Q,,STK,1,IDR,
A16HS0486L-S80,2301,IS01,Q,,STK,1,IDR,
A16HS0486L-S80,2301,IS02,Q,,STK,1,IDR,
A16HS0605L-S40,2301,IS01,Q,,STK,10,IDR,
A16HS0605L-S40,2301,IS01,Q,,STK,10,IDR,
A16HS0605L-S40,2301,IS01,Q,,STK,18,IDR,
A16HS0605L-S40,2301,IS01,Q,,STK,1,IDR,
A16HS0605L-S40,2301,IS01,Q,,STK,2,IDR,
A16HS0605L-S60,2301,IS01,,,STK,4,IDR,
A16HS0605L-S60,2301,IS01,Q,,STK,1,IDR,
A16HS0605L-S80,2301,IS02,Q,,STK,1,IDR,
A16HS1143L-S40,2301,IS02,Q,,STK,1,IDR,
A16HS1652L-S20,2301,IS01,Q,,STK,1,IDR,
A16HT0450-040,2301,IS01,Q,,STK,2,IDR,
A16KK1778-120,2301,IS01,Q,,STK,2,IDR,
A16ND0120-012#MR,2301,IS02,Q,,STK,10,IDR,
A16ND0173L-S40,2301,IS01,Q,,STK,9,IDR,
A16ND0190-012#MR,2301,IS01,,,STK,75,IDR,
A16ND0190-012#MR,2301,IS01,Q,,STK,97,IDR,
A16ND0190-020#MR,2301,IS01,Q,,STK,42,IDR,
A16ND0190-020#MR,2301,IS01,Q,,STK,38,IDR,
A16ND0190-020#MR,2301,IS01,Q,,STK,4,IDR,
A16ND0217L-S10,2301,IS02,Q,,STK,2,IDR,
A16ND0217L-S40,2301,IS01,Q,,STK,9,IDR,
A16ND0217L-S40,2301,IS01,Q,,STK,3,IDR,
A16ND0217L-S40,2301,IS01,Q,,STK,8,IDR,
A16ND0217L-S40,2301,IS01,Q,,STK,10,IDR,
A16ND0217L-S80,2301,IS01,Q,,STK,8,IDR,
A16ND0217L-S80,2301,IS01,Q,,STK,17,IDR,
A16ND0217L-S80,2301,IS02,Q,,STK,20,IDR,
A16ND0217L-S80,2301,IS02,Q,,STK,64,IDR,
A16ND0250-012#MR,2301,IS01,,,STK,75,IDR,
A16ND0250-012#MR,2301,IS01,Q,,STK,26,IDR,
A16ND0250-015#MR,2301,IS01,Q,,STK,5,IDR,
A16ND0250-015#MR,2301,IS01,Q,,STK,18,IDR,
A16ND0250-015#MR,2301,IS01,Q,,STK,4,IDR,
A16ND0264-020#MR,2301,IS01,Q,,STK,8,IDR,
A16ND0264-020#MR,2301,IS01,Q,,STK,5,IDR,
A16ND0272L-S40,2301,IS01,Q,,STK,2,IDR,
A16ND0272L-S40,2301,IS01,Q,,STK,3,IDR,
A16ND0272L-S80,2301,IS01,Q,,STK,3,IDR,
A16ND0318-012#MR,2301,IS01,Q,,STK,4,IDR,
A16ND0318-015#MR,2301,IS01,Q,,STK,7,IDR,
A16ND0318-015#MR,2301,IS01,Q,,STK,1,IDR,
A16ND0318-020#MR,2301,IS01,Q,,STK,6,IDR,
A16ND0318-020#MR,2301,IS01,Q,,STK,7,IDR,
A16ND0318-020#MR,2301,IS01,Q,,STK,4,IDR,
A16ND0318-020#MR,2301,IS01,Q,,STK,207,IDR,
A16ND0320-020#MR,2301,IS01,Q,,STK,193,IDR,
A16ND0320-020#MR,2301,IS01,Q,,STK,3,IDR,
A16ND0320-020#MR,2301,IS01,Q,,STK,6,IDR,
A16ND0320-020#MR,2301,IS01,Q,,STK,9,IDR,
A16ND0320-020#MR,2301,IS01,Q,,STK,89,IDR,
A16ND0320-020#MR,2301,IS01,Q,,STK,7,IDR,
A16ND0320-020#MR,2301,IS01,Q,,STK,9,IDR,
A16ND0320-020#MR,2301,IS01,Q,,STK,2,IDR,
A16ND0340L-S40,2301,IS01,Q,,STK,25,IDR,
A16ND0340L-S40,2301,IS01,Q,,STK,1,IDR,
A16ND0340L-S40,2301,IS01,Q,,STK,14,IDR,
A16ND0340L-S40,2301,IS01,Q,,STK,1,IDR,
A16ND0340L-S80,2301,IS01,Q,,STK,96,IDR,
A16ND0340L-S80,2301,IS01,Q,,STK,169,IDR,
A16ND0340L-S80,2301,IS01,Q,,STK,352,IDR,
A16ND0340L-S80,2301,IS01,Q,,STK,1,IDR,
A16ND0340L-S80,2301,IS02,Q,,STK,4,IDR,
A16ND0340L-S80,2301,IS02,Q,,STK,1,IDR,
A16ND0340L-S80,2301,IS02,Q,,STK,2,IDR,
A16ND0486L-S40,2301,IS01,Q,,STK,13,IDR,
A16ND0486L-S40,2301,IS01,Q,,STK,19,IDR,
A16ND0486L-S80,2301,IS01,Q,,STK,1,IDR,
A16ND0486L-S80,2301,IS01,Q,,STK,1,IDR,
A16ND0605L-S80,2301,IS01,Q,,STK,5,IDR,
A16ND0763L-S40,2301,IS01,,,STK,3,IDR,
A16ND0763L-S80,2301,IS02,Q,,STK,1,IDR,
A16ND0891L-S40,2301,IS01,Q,,STK,1,IDR,
A16ND0891L-S40,2301,IS01,Q,,STK,1,IDR,
A16ND0891L-S40,2301,IS02,Q,,STK,2,IDR,
